event_type,module,timestamp,features.process_name,features.parent_process,features.pid,features.cpu,features.uptime,features.duration,features.filename,features.hash,features.registry_key,features.ip,features.domain,features.asn,features.country,features.score,label
Process Created,endpoint_monitor,Sun Aug 17 00:51:45 2025,System Idle Process,,,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 00:51:46 2025,,,1256.0,,,,,,,34.200.126.19,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 00:51:50 2025,System,,4.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 00:51:50 2025,,,1256.0,,,,,,,34.200.126.19,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 00:51:54 2025,,,308.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 00:51:54 2025,,,19640.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 00:51:59 2025,Registry,,352.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 00:51:59 2025,,,19640.0,,,,,,,127.0.0.1,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 00:52:03 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 00:52:03 2025,svchost.exe,,416.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 00:52:07 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 00:52:07 2025,backgroundTaskHost.exe,,664.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 00:52:11 2025,,,9732.0,,,,,,,127.0.0.1,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 00:52:11 2025,backgroundTaskHost.exe,,664.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 00:52:15 2025,,,9732.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 00:52:15 2025,svchost.exe,,868.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 00:52:19 2025,smss.exe,,992.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 00:52:23 2025,brave.exe,,1188.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 00:52:24 2025,,,14744.0,,,,,,,104.18.39.21,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 00:52:28 2025,brave.exe,,1188.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 00:52:28 2025,,,14744.0,,,,,,,104.18.39.21,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 00:52:32 2025,ShellHost.exe,,1196.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 00:52:32 2025,,,5320.0,,,,,,,127.0.0.1,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 00:52:36 2025,ShellHost.exe,,1196.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 00:52:36 2025,,,5320.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 00:52:40 2025,Cursor.exe,,1256.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 00:52:40 2025,,,19068.0,,,,,,,127.0.0.1,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 00:52:44 2025,Cursor.exe,,1256.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 00:52:44 2025,,,19068.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 00:52:48 2025,csrss.exe,,1488.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 00:52:49 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 00:52:52 2025,wininit.exe,,1592.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 00:52:53 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 00:52:57 2025,services.exe,,1708.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 00:52:57 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 00:53:01 2025,LsaIso.exe,,1752.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 00:53:01 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 00:53:05 2025,lsass.exe,,1760.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 00:53:05 2025,,,22412.0,,,,,,,100.28.137.184,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 00:53:09 2025,DAX3API.exe,,1828.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 00:53:09 2025,,,22412.0,,,,,,,100.28.137.184,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 00:53:13 2025,ChatGPT.exe,,1872.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 00:53:13 2025,,,6728.0,,,,,,,108.177.15.188,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 00:53:17 2025,ChatGPT.exe,,1872.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 00:53:17 2025,,,6728.0,,,,,,,108.177.15.188,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 00:53:21 2025,svchost.exe,,1884.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 00:53:26 2025,fontdrvhost.exe,,1916.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 00:53:26 2025,,,13956.0,,,,,,,4.213.25.241,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 00:53:30 2025,ApplicationFrameHost.exe,,1956.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 01:01:15 2025,System Idle Process,,,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 01:01:15 2025,,,5104.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 01:01:21 2025,System,,4.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 01:01:21 2025,,,5104.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 01:01:25 2025,,,308.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 01:01:29 2025,Registry,,352.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 01:01:29 2025,,,22412.0,,,,,,,104.26.8.156,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 01:01:33 2025,svchost.exe,,416.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 01:01:33 2025,,,22412.0,,,,,,,104.26.8.156,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 01:01:37 2025,backgroundTaskHost.exe,,664.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 01:01:38 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 01:01:41 2025,backgroundTaskHost.exe,,664.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 01:01:42 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 01:01:45 2025,svchost.exe,,868.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 01:01:46 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 01:01:50 2025,smss.exe,,992.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 01:01:50 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 01:01:54 2025,brave.exe,,1188.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 01:01:54 2025,,,19640.0,,,,,,,127.0.0.1,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 01:01:58 2025,brave.exe,,1188.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 01:01:58 2025,,,19640.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 01:02:02 2025,ShellHost.exe,,1196.0,,,,,,,,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 01:02:06 2025,ShellHost.exe,,1196.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 01:02:07 2025,,,22412.0,,,,,,,104.26.9.156,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:14:04 2025,System Idle Process,,,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:14:04 2025,,,4156.0,,,,,,,127.0.0.1,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:14:34 2025,,,4156.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:14:35 2025,System,,4.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:14:39 2025,,,13704.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:14:39 2025,,,308.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:14:43 2025,,,13704.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:14:43 2025,Registry,,352.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:14:47 2025,,,10108.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:14:47 2025,svchost.exe,,976.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:14:51 2025,,,10108.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:14:51 2025,smss.exe,,996.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:14:55 2025,dwm.exe,,1112.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:14:59 2025,csrss.exe,,1380.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:15:00 2025,,,11564.0,,,,,,,20.50.88.242,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:15:03 2025,svchost.exe,,1480.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:15:04 2025,,,11564.0,,,,,,,20.50.88.242,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:15:08 2025,wininit.exe,,1484.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:15:08 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:15:12 2025,csrss.exe,,1492.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:15:12 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:15:16 2025,Microsoft.SharePoint.exe,,1516.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:15:16 2025,,,5260.0,,,,,,,127.0.0.1,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 15:15:20 2025,Microsoft.SharePoint.exe,,1516.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:15:20 2025,,,5260.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:15:24 2025,winlogon.exe,,1580.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:15:28 2025,services.exe,,1600.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:15:29 2025,,,5964.0,,,,,,,4.213.25.240,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:15:32 2025,svchost.exe,,1616.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:15:33 2025,,,5964.0,,,,,,,4.213.25.240,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:15:36 2025,LsaIso.exe,,1644.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:15:37 2025,,,13704.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:15:40 2025,lsass.exe,,1652.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:15:41 2025,,,13704.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:15:45 2025,svchost.exe,,1680.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:15:49 2025,svchost.exe,,1724.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:15:50 2025,,,15008.0,,,,,,,20.192.44.80,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:15:53 2025,svchost.exe,,1780.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:15:54 2025,,,15008.0,,,,,,,20.192.44.80,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:15:57 2025,browserhost.exe,,1796.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:15:58 2025,,,18612.0,,,,,,,127.0.0.1,,,,,1
Suspicious Parent Process,endpoint_monitor,Sun Aug 17 15:16:01 2025,browserhost.exe,,1796.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:16:03 2025,,,18612.0,,,,,,,127.0.0.1,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 15:16:05 2025,browserhost.exe,,1796.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:16:07 2025,,,10296.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:16:09 2025,fontdrvhost.exe,,1808.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:16:11 2025,,,10296.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:16:13 2025,fontdrvhost.exe,,1816.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:16:18 2025,WUDFCompanionHost.exe,,1904.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:16:20 2025,,,18612.0,,,,,,,104.18.19.125,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:16:22 2025,svchost.exe,,1916.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:16:24 2025,,,18612.0,,,,,,,104.18.19.125,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:16:26 2025,svchost.exe,,1976.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:16:29 2025,,,7352.0,,,,,,,54.167.84.212,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:16:30 2025,svchost.exe,,2148.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:16:33 2025,,,7352.0,,,,,,,54.167.84.212,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:16:34 2025,svchost.exe,,2180.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:16:37 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:16:38 2025,svchost.exe,,2192.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:16:41 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:16:42 2025,AsusScreenXpertReunion.exe,,2208.0,,,,,,,,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 15:16:47 2025,AsusScreenXpertReunion.exe,,2208.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:16:50 2025,,,4616.0,,,,,,,20.50.88.242,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:16:51 2025,svchost.exe,,2236.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:16:54 2025,,,4616.0,,,,,,,20.50.88.242,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:16:55 2025,svchost.exe,,2248.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:16:58 2025,,,6912.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:16:59 2025,svchost.exe,,2260.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:17:02 2025,,,6912.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:17:03 2025,Cursor.exe,,2296.0,,,,,,,,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 15:17:07 2025,Cursor.exe,,2296.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:17:11 2025,,,11948.0,,,,,,,135.171.2.152,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:17:11 2025,svchost.exe,,2320.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:17:15 2025,,,11948.0,,,,,,,135.171.2.152,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:17:15 2025,svchost.exe,,2340.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:17:19 2025,,,4156.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:17:20 2025,AggregatorHost.exe,,2388.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:17:24 2025,,,4156.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:17:24 2025,svchost.exe,,2392.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:17:28 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:17:28 2025,OffloadItemService.exe,,2464.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:17:32 2025,svchost.exe,,2484.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:17:32 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:17:36 2025,svchost.exe,,2548.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:17:36 2025,,,10296.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:17:40 2025,svchost.exe,,2584.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:17:40 2025,,,10296.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:17:44 2025,svchost.exe,,2680.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:17:48 2025,svchost.exe,,2692.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:17:49 2025,,,16824.0,,,,,,,172.64.148.235,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:17:52 2025,ChatGPT.exe,,2760.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:17:53 2025,,,16824.0,,,,,,,172.64.148.235,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 15:17:57 2025,ChatGPT.exe,,2760.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:17:57 2025,,,17724.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:18:01 2025,svchost.exe,,2940.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:18:01 2025,,,17724.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:18:05 2025,backgroundTaskHost.exe,,2972.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:18:05 2025,,,13704.0,,,,,,,142.250.202.170,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:26:27 2025,System Idle Process,,,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:26:32 2025,,,18612.0,,,,,,,104.18.19.125,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:27:09 2025,,,18612.0,,,,,,,104.18.19.125,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:27:09 2025,System,,4.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:27:17 2025,,,10108.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:27:17 2025,,,308.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:27:25 2025,,,10108.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:27:25 2025,Registry,,352.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:27:33 2025,svchost.exe,,976.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:27:38 2025,,,5964.0,,,,,,,4.213.25.240,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:27:42 2025,smss.exe,,996.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:27:46 2025,,,5964.0,,,,,,,4.213.25.240,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:27:50 2025,dwm.exe,,1112.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:27:58 2025,csrss.exe,,1380.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:27:59 2025,,,12408.0,,,,,,,20.192.44.80,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:28:06 2025,wininit.exe,,1484.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:28:07 2025,,,12408.0,,,,,,,20.192.44.80,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:28:14 2025,csrss.exe,,1492.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:28:15 2025,,,18612.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:28:22 2025,Microsoft.SharePoint.exe,,1516.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:28:23 2025,,,18612.0,,,,,,,127.0.0.1,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 15:28:31 2025,Microsoft.SharePoint.exe,,1516.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:28:36 2025,,,10328.0,,,,,,,20.50.88.245,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:28:39 2025,winlogon.exe,,1580.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:28:44 2025,,,10328.0,,,,,,,20.50.88.245,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:28:47 2025,services.exe,,1600.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:28:53 2025,,,13704.0,,,,,,,64.233.166.188,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:28:55 2025,svchost.exe,,1616.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:28:57 2025,,,13704.0,,,,,,,64.233.166.188,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:28:59 2025,esbuild.exe,,1636.0,,,,,,,,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 15:29:03 2025,esbuild.exe,,1636.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:29:06 2025,,,9416.0,,,,,,,4.213.25.240,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:29:07 2025,LsaIso.exe,,1644.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:29:10 2025,,,9416.0,,,,,,,4.213.25.240,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:29:12 2025,lsass.exe,,1652.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:29:15 2025,,,17724.0,,,,,,,3.219.106.235,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:29:16 2025,svchost.exe,,1680.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:29:19 2025,,,17724.0,,,,,,,3.219.106.235,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:29:20 2025,svchost.exe,,1724.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:29:24 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:29:24 2025,svchost.exe,,1780.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:29:28 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:29:28 2025,browserhost.exe,,1796.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:29:32 2025,,,13704.0,,,,,,,140.82.114.25,,,,,1
Suspicious Parent Process,endpoint_monitor,Sun Aug 17 15:29:32 2025,browserhost.exe,,1796.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:29:36 2025,,,13704.0,,,,,,,140.82.114.25,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 15:29:36 2025,browserhost.exe,,1796.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:29:40 2025,,,10108.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:29:40 2025,fontdrvhost.exe,,1808.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:29:44 2025,,,10108.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:29:45 2025,fontdrvhost.exe,,1816.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:29:48 2025,,,10296.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:29:49 2025,WUDFCompanionHost.exe,,1904.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:29:52 2025,,,10296.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:29:53 2025,svchost.exe,,1916.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:29:56 2025,,,17724.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:29:57 2025,svchost.exe,,1976.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:30:01 2025,,,17724.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:30:01 2025,svchost.exe,,2148.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:30:05 2025,svchost.exe,,2180.0,,,,,,,,,,,,1
